IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
16730,M,F,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,0,72,30000
16731,S,F,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,31,30000
16732,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,1,31,40000
16733,M,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,71,40000
16734,S,F,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,72,40000
16735,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,32,40000
16736,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,32,40000
16737,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,30,40000
16738,M,M,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,0,70,30000
16739,M,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,59,40000
16740,M,M,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,1,69,40000
16741,M,M,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,1,69,40000
16742,M,M,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,1,69,40000
16743,M,F,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,1,67,40000
16744,M,F,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,1,67,40000
16745,S,F,2,0,Graduate Degree,Management,0,1,0-1 Miles,Pacific,1,67,60000
16746,S,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,0,33,40000
16747,S,M,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,1,34,40000
16748,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,34,40000
16749,S,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,35,30000
16750,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,35,30000
16751,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,1,30,60000
16752,S,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,1,37,60000
16753,S,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,1,38,70000
16754,S,M,0,0,Bachelors,Management,1,1,1-2 Miles,North America,1,37,80000
16755,M,F,0,0,Bachelors,Management,1,1,1-2 Miles,North America,1,37,80000
16756,M,M,0,0,Bachelors,Management,0,1,0-1 Miles,North America,1,41,80000
16757,M,F,0,1,Graduate Degree,Management,1,0,5-10 Miles,North America,0,42,110000
16758,M,M,0,1,Graduate Degree,Management,1,0,1-2 Miles,North America,1,36,110000
16759,M,F,0,1,Graduate Degree,Management,0,1,2-5 Miles,North America,0,42,110000
16760,S,F,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,0,45,60000
16761,S,M,4,4,Partial College,Clerical,1,1,1-2 Miles,North America,1,37,40000
16762,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,37,50000
16763,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,36,50000
16764,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,36,50000
16765,M,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,0,36,50000
16766,S,F,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,36,50000
16767,M,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,0,36,50000
16768,M,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,0,36,50000
16769,M,M,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,38,60000
16770,M,M,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,38,60000
16771,M,M,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,37,50000
16772,M,F,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,38,50000
16773,M,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,0,37,60000
16774,S,M,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,0,32,60000
16775,M,F,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,32,60000
16776,M,M,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,40,50000
16777,M,M,4,0,Bachelors,Management,1,2,1-2 Miles,North America,0,65,70000
16778,S,M,4,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,65,60000
16779,M,F,5,0,Bachelors,Management,1,2,10+ Miles,North America,1,54,70000
16780,M,M,5,0,Bachelors,Management,1,2,2-5 Miles,North America,0,64,70000
16781,M,M,5,0,Bachelors,Management,1,2,10+ Miles,North America,0,64,70000
16782,M,M,5,0,Bachelors,Management,1,3,2-5 Miles,North America,1,64,60000
16783,M,F,5,0,Bachelors,Management,1,3,10+ Miles,North America,1,63,60000
16784,M,F,5,0,Bachelors,Management,1,3,10+ Miles,North America,1,64,60000
16785,M,M,3,1,Bachelors,Management,1,1,10+ Miles,North America,1,63,70000
16786,M,M,4,1,Bachelors,Management,1,1,10+ Miles,North America,1,63,70000
16787,S,F,4,1,Bachelors,Management,1,1,10+ Miles,North America,0,58,70000
16788,M,M,5,0,Bachelors,Management,1,3,2-5 Miles,North America,0,62,60000
16789,M,F,5,0,Bachelors,Management,1,3,2-5 Miles,North America,1,62,60000
16790,M,M,5,0,Bachelors,Management,1,3,2-5 Miles,North America,1,57,60000
16791,S,M,5,0,Bachelors,Management,1,3,10+ Miles,North America,1,62,60000
16792,M,F,5,0,Bachelors,Management,1,3,2-5 Miles,North America,1,62,60000
16793,S,F,2,1,Bachelors,Management,1,0,10+ Miles,North America,1,62,60000
16794,M,F,2,1,Bachelors,Management,1,0,10+ Miles,North America,1,62,60000
16795,M,F,4,1,Bachelors,Management,1,1,1-2 Miles,North America,0,62,70000
16796,S,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,61,60000
16797,M,M,2,1,Partial College,Professional,0,1,2-5 Miles,North America,1,61,60000
16798,M,F,2,1,Bachelors,Management,1,0,2-5 Miles,North America,1,61,60000
16799,M,F,2,1,Bachelors,Management,1,0,2-5 Miles,North America,1,61,60000
16800,M,F,2,1,High School,Professional,1,2,2-5 Miles,North America,0,60,40000
16801,S,F,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,55,60000
16802,S,M,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,60,60000
16803,M,M,2,1,Partial College,Professional,0,2,2-5 Miles,North America,1,55,60000
16804,M,M,2,1,High School,Professional,1,2,2-5 Miles,North America,1,59,60000
16805,S,M,2,1,High School,Professional,1,2,10+ Miles,North America,1,54,60000
16806,M,M,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,59,60000
16807,M,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,1,59,60000
16808,M,F,4,2,Partial College,Professional,0,1,1-2 Miles,North America,0,59,70000
16809,S,F,4,2,Partial College,Professional,1,1,10+ Miles,North America,0,54,70000
16810,M,M,2,1,High School,Professional,0,2,2-5 Miles,North America,1,58,70000
16811,M,M,2,1,Partial College,Professional,1,1,10+ Miles,North America,1,58,60000
16812,M,F,2,1,Partial College,Professional,1,2,2-5 Miles,North America,1,53,60000
16813,M,M,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,58,60000
16814,S,F,4,2,Partial College,Professional,1,1,10+ Miles,North America,0,53,70000
16815,M,M,4,2,Partial College,Professional,1,1,1-2 Miles,North America,0,58,70000
16816,M,F,4,2,Partial College,Professional,1,1,10+ Miles,North America,0,53,70000
16817,M,M,4,2,Partial College,Professional,1,1,10+ Miles,North America,0,58,70000
16818,M,F,4,2,Partial College,Professional,1,2,2-5 Miles,North America,1,59,70000
16819,M,M,4,2,Partial College,Professional,1,2,2-5 Miles,North America,1,57,70000
16820,M,F,5,2,Partial College,Professional,1,2,10+ Miles,North America,1,58,70000
16821,M,F,2,3,Bachelors,Management,0,4,5-10 Miles,Europe,1,51,130000
16822,M,M,1,3,Partial College,Professional,0,3,5-10 Miles,Europe,1,51,150000
16823,M,F,1,3,Partial College,Professional,0,4,5-10 Miles,Europe,1,51,160000
16824,M,M,2,4,High School,Professional,1,4,5-10 Miles,Europe,1,52,120000
16825,M,F,2,4,High School,Professional,1,4,5-10 Miles,Europe,0,52,120000
16826,M,M,3,4,Partial College,Professional,1,3,5-10 Miles,Europe,1,46,130000
16827,M,M,3,3,Bachelors,Management,1,3,0-1 Miles,Europe,1,42,170000
16828,M,M,2,4,High School,Professional,1,2,0-1 Miles,Europe,1,48,160000
16829,M,M,2,4,High School,Professional,1,2,5-10 Miles,Europe,1,48,160000
16830,M,F,3,4,Partial College,Professional,1,3,5-10 Miles,Europe,1,54,130000
16831,M,M,3,4,Partial College,Professional,1,3,0-1 Miles,Europe,1,54,130000
16832,S,M,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,77,70000
16833,M,M,3,0,Graduate Degree,Management,1,1,2-5 Miles,North America,1,77,90000
16834,S,F,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,76,50000
16835,M,M,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,76,70000
16836,M,M,4,4,Partial College,Professional,1,3,2-5 Miles,North America,1,44,90000
16837,M,F,4,4,Partial College,Professional,1,3,2-5 Miles,North America,0,44,90000
16838,S,M,2,2,Bachelors,Management,0,3,1-2 Miles,North America,0,45,110000
16839,M,F,0,0,Graduate Degree,Management,1,2,0-1 Miles,North America,1,44,170000
16840,M,M,4,3,Bachelors,Management,1,0,2-5 Miles,North America,0,46,80000
16841,M,M,4,3,Partial College,Professional,1,1,2-5 Miles,North America,0,45,80000
16842,M,F,3,2,Bachelors,Management,1,4,2-5 Miles,North America,0,40,110000
16843,S,M,2,2,Graduate Degree,Management,0,2,0-1 Miles,North America,0,46,130000
16844,M,F,1,1,Bachelors,Management,1,2,0-1 Miles,North America,1,40,160000
16845,S,F,0,0,Graduate Degree,Management,0,3,1-2 Miles,North America,1,40,170000
16846,S,M,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,46,80000
16847,M,M,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,36,80000
16848,S,F,4,3,Partial College,Professional,0,2,0-1 Miles,North America,0,35,80000
16849,M,M,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,41,80000
16850,S,F,0,0,Partial College,Professional,0,2,2-5 Miles,North America,1,46,90000
16851,S,M,0,2,Partial College,Professional,1,2,2-5 Miles,North America,1,47,100000
16852,S,F,4,2,Bachelors,Management,1,4,5-10 Miles,North America,1,41,110000
16853,S,F,4,3,Bachelors,Management,1,0,5-10 Miles,North America,0,47,110000
16854,M,M,0,0,Graduate Degree,Management,1,3,1-2 Miles,North America,1,35,170000
16855,M,F,5,4,Partial College,Professional,1,2,5-10 Miles,North America,0,47,80000
16856,M,F,5,4,Partial College,Professional,1,4,5-10 Miles,North America,0,47,90000
16857,M,M,5,4,Partial College,Professional,1,4,5-10 Miles,North America,0,41,90000
16858,M,F,1,2,Partial College,Professional,1,3,5-10 Miles,North America,0,47,100000
16859,S,M,1,2,Partial College,Professional,1,3,5-10 Miles,North America,1,42,100000
16860,M,F,1,3,Bachelors,Management,1,2,1-2 Miles,North America,0,48,110000
16861,S,M,1,2,Bachelors,Management,0,4,0-1 Miles,North America,0,42,130000
16862,M,M,1,2,Bachelors,Management,1,4,0-1 Miles,North America,0,47,130000
16863,M,F,5,4,Partial College,Professional,1,3,1-2 Miles,North America,0,48,80000
16864,S,F,3,2,Partial College,Professional,1,4,5-10 Miles,North America,1,48,100000
16865,M,F,1,3,High School,Professional,1,4,5-10 Miles,North America,1,43,120000
16866,M,F,1,3,Bachelors,Management,1,2,2-5 Miles,North America,1,31,130000
16867,S,F,1,3,Bachelors,Management,0,3,0-1 Miles,North America,1,48,130000
16868,M,M,1,3,Bachelors,Management,0,2,2-5 Miles,North America,1,43,160000
16869,M,F,0,0,Graduate Degree,Management,1,4,2-5 Miles,North America,1,49,170000
16870,M,F,2,0,High School,Professional,0,2,1-2 Miles,North America,0,54,60000
16871,M,F,2,1,High School,Professional,1,1,10+ Miles,North America,1,49,90000
16872,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,39,80000
16873,M,M,4,0,High School,Professional,0,2,5-10 Miles,North America,1,75,30000
16874,S,F,4,0,Bachelors,Management,1,2,5-10 Miles,North America,0,74,90000
16875,M,F,4,0,Bachelors,Management,1,2,5-10 Miles,North America,0,69,90000
16876,M,M,3,0,Partial College,Professional,0,2,1-2 Miles,North America,0,73,40000
16877,S,F,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,68,50000
16878,S,M,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,73,50000
16879,S,F,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,74,50000
16880,M,M,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,62,70000
16881,M,M,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,74,70000
16882,S,M,3,2,Partial College,Professional,1,4,5-10 Miles,North America,1,49,100000
16883,S,M,4,4,High School,Professional,1,1,5-10 Miles,North America,0,49,120000
16884,M,M,2,0,High School,Professional,0,2,5-10 Miles,North America,0,55,60000
16885,M,M,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,44,60000
16886,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,55,60000
16887,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,55,60000
16888,S,F,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,56,60000
16889,S,M,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,50,60000
16890,M,M,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,56,60000
16891,M,F,3,1,High School,Professional,1,0,5-10 Miles,North America,0,55,70000
16892,M,F,3,1,High School,Professional,1,0,5-10 Miles,North America,1,56,70000
16893,S,M,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,56,70000
16894,S,F,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,40,60000
16895,M,F,3,0,Partial College,Professional,0,2,1-2 Miles,North America,1,57,40000
16896,M,F,3,0,Partial College,Professional,0,2,5-10 Miles,North America,1,57,40000
16897,S,F,3,0,Partial College,Professional,1,2,5-10 Miles,North America,1,52,40000
16898,M,M,3,0,Partial College,Professional,0,2,5-10 Miles,North America,1,52,40000
16899,M,F,2,3,Graduate Degree,Management,0,4,2-5 Miles,North America,0,72,110000
16900,M,M,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,0,72,120000
16901,M,M,2,3,Bachelors,Management,1,4,2-5 Miles,North America,0,72,130000
16902,S,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,0,71,90000
16903,S,M,2,4,Graduate Degree,Management,1,0,5-10 Miles,North America,0,71,110000
16904,M,F,2,4,Graduate Degree,Management,1,0,5-10 Miles,North America,0,71,110000
16905,M,F,2,3,Bachelors,Management,1,4,2-5 Miles,North America,0,71,130000
16906,M,F,1,1,Graduate Degree,Management,1,4,2-5 Miles,North America,1,71,170000
16907,S,F,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,71,80000
16908,S,F,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,70,80000
16909,M,F,5,0,Bachelors,Management,1,2,5-10 Miles,North America,1,70,90000
16910,M,M,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,0,70,120000
16911,M,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,0,69,90000
16912,M,M,5,0,Bachelors,Management,0,2,1-2 Miles,North America,1,70,90000
16913,S,M,2,3,Graduate Degree,Management,1,3,5-10 Miles,North America,0,69,100000
16914,M,F,3,0,Bachelors,Management,1,3,0-1 Miles,North America,1,41,100000
16915,M,M,3,0,Bachelors,Management,1,3,0-1 Miles,North America,1,36,100000
16916,S,F,1,1,Graduate Degree,Management,0,2,1-2 Miles,North America,1,41,110000
16917,M,M,1,1,Bachelors,Management,1,4,0-1 Miles,North America,0,42,120000
16918,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,30,40000
16919,M,F,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,0,65,20000
16920,M,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,31,60000
16921,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,31,40000
16922,S,F,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,32,40000
16923,S,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,31,40000
16924,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,31,60000
16925,S,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,31,60000
16926,M,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,65,10000
16927,M,F,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,0,64,20000
16928,S,M,2,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,1,52,30000
16929,M,F,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,1,63,30000
16930,S,F,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,0,62,20000
16931,S,M,3,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,1,62,30000
16932,M,M,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,0,47,20000
16933,S,M,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,0,42,20000
16934,S,F,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,0,42,20000
16935,S,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,48,20000
16936,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,73,10000
16937,M,M,5,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,42,30000
16938,S,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,51,20000
16939,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,46,10000
16940,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,46,20000
16941,M,F,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,42,10000
16942,M,F,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,1,55,10000
16943,M,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,66,20000
16944,S,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,71,20000
16945,S,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,71,30000
16946,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,71,30000
16947,M,F,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,34,50000
16948,M,F,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,34,50000
16949,M,M,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,34,50000
16950,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,39,50000
16951,M,F,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,39,50000
16952,M,M,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,33,50000
16953,M,F,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,39,60000
16954,S,M,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,39,60000
16955,M,M,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,40,50000
16956,M,M,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,35,50000
16957,M,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,40,60000
16958,M,M,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,32,60000
16959,M,M,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,39,60000
16960,M,F,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,38,60000
16961,M,F,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,33,70000
16962,M,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,40,60000
16963,M,F,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,35,60000
16964,M,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,40,60000
16965,S,F,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,0,42,70000
16966,M,F,5,5,High School,Skilled Manual,0,3,10+ Miles,North America,0,42,40000
16967,S,M,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,40,70000
16968,S,M,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,40,80000
16969,M,M,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,39,80000
16970,S,F,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,37,50000
16971,S,F,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,0,42,50000
16972,S,M,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,31,50000
16973,S,F,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,43,50000
16974,S,F,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,37,50000
16975,M,M,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,0,43,60000
16976,S,F,3,3,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,1,44,60000
16977,S,M,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,43,60000
16978,M,M,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,43,60000
16979,S,F,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,43,70000
16980,M,F,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,43,70000
16981,M,M,5,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,40,70000
16982,M,F,5,5,Graduate Degree,Professional,1,2,0-1 Miles,North America,0,35,70000
16983,M,M,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,41,80000
16984,S,M,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,39,40000
16985,S,M,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,38,80000
16986,S,F,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,45,80000
16987,S,M,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,1,44,80000
16988,S,M,3,3,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,0,39,80000
16989,S,F,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,1,39,80000
16990,M,M,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,44,60000
16991,S,F,4,4,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,45,60000
16992,S,M,4,4,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,34,60000
16993,M,M,4,4,Bachelors,Skilled Manual,1,3,5-10 Miles,North America,0,40,60000
16994,S,F,5,5,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,45,60000
16995,S,F,5,5,Bachelors,Skilled Manual,1,3,5-10 Miles,North America,1,45,60000
16996,S,F,5,5,Bachelors,Skilled Manual,1,3,2-5 Miles,North America,1,45,60000
16997,S,F,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,1,45,60000
16998,S,F,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,1,40,60000
16999,S,F,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,1,40,60000
17000,S,F,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,1,46,70000
17001,S,F,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,1,46,70000
17002,S,M,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,1,40,70000
17003,S,F,4,2,Bachelors,Professional,0,2,0-1 Miles,North America,1,46,70000
17004,S,F,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,1,35,70000
17005,S,F,4,2,Bachelors,Professional,1,2,0-1 Miles,North America,1,47,70000
17006,M,M,4,2,Bachelors,Professional,1,2,0-1 Miles,North America,1,47,70000
17007,S,M,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,41,70000
17008,S,M,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,41,70000
17009,S,M,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,41,70000
